        2	2022-03-14 13:04:37	1	0	1	0
        2	2022-03-15 12:00:17	1	0	1	0
       13	2022-03-15 12:56:57	1	0	1	0
        6	2022-03-15 18:43:52	1	0	1	0
        1	2022-03-15 18:43:58	1	0	1	0
        8	2022-03-16 08:12:45	1	0	1	0
       14	2022-03-16 08:27:15	1	0	1	0
        7	2022-03-16 08:45:49	1	0	1	0
        2	2022-03-16 08:51:23	1	0	1	0
        3	2022-03-16 08:52:13	1	0	1	0
       13	2022-03-16 08:59:20	1	0	1	0
       10	2022-03-16 09:01:06	1	0	1	0
       11	2022-03-16 09:01:22	1	0	1	0
        6	2022-03-16 09:03:12	1	0	1	0
       12	2022-03-16 09:03:15	1	0	1	0
        4	2022-03-16 10:55:41	1	0	1	0
        3	2022-03-16 18:46:35	1	0	1	0
        3	2022-03-16 18:46:37	1	0	1	0
       14	2022-03-17 08:01:12	1	0	1	0
        8	2022-03-17 08:26:49	1	0	1	0
        6	2022-03-17 08:26:59	1	0	1	0
        7	2022-03-17 08:37:09	1	0	1	0
       10	2022-03-17 08:40:29	1	0	1	0
       12	2022-03-17 08:42:07	1	0	1	0
        3	2022-03-17 08:49:22	1	0	1	0
       11	2022-03-17 09:06:20	1	0	1	0
        4	2022-03-17 09:11:02	1	0	1	0
        2	2022-03-17 09:15:35	1	0	1	0
        1	2022-03-17 09:17:40	1	0	1	0
       13	2022-03-17 14:08:46	1	0	1	0
        3	2022-03-17 18:12:48	1	0	1	0
       14	2022-03-18 08:14:50	1	0	1	0
        8	2022-03-18 08:24:12	1	0	1	0
       13	2022-03-18 08:42:51	1	0	1	0
        7	2022-03-18 08:45:29	1	0	1	0
        3	2022-03-18 08:46:40	1	0	1	0
        1	2022-03-18 08:47:29	1	0	1	0
        9	2022-03-18 08:58:35	1	0	1	0
       12	2022-03-18 08:59:06	1	0	1	0
       10	2022-03-18 09:00:51	1	0	1	0
        6	2022-03-18 09:04:39	1	0	1	0
        2	2022-03-18 09:13:16	1	0	1	0
       11	2022-03-18 11:39:01	1	0	1	0
        4	2022-03-18 11:39:12	1	0	1	0
        8	2022-03-18 18:00:30	1	0	1	0
        3	2022-03-18 18:08:41	1	0	1	0
        1	2022-03-18 18:10:11	1	0	1	0
        7	2022-03-18 18:41:06	1	0	1	0
        9	2022-03-18 18:41:18	1	0	1	0
       10	2022-03-18 18:41:27	1	0	1	0
       14	2022-03-19 07:58:13	1	0	1	0
        1	2022-03-19 08:37:49	1	0	1	0
       10	2022-03-19 08:54:25	1	0	1	0
       13	2022-03-19 08:59:12	1	0	1	0
        6	2022-03-19 08:59:22	1	0	1	0
        3	2022-03-19 09:01:41	1	0	1	0
        2	2022-03-19 09:02:02	1	0	1	0
        8	2022-03-19 09:03:16	1	0	1	0
       11	2022-03-19 09:12:17	1	0	1	0
        4	2022-03-19 09:12:26	1	0	1	0
        9	2022-03-19 09:13:40	1	0	1	0
        3	2022-03-19 13:58:27	1	0	1	0
        8	2022-03-19 13:58:34	1	0	1	0
        1	2022-03-19 14:02:00	1	0	1	0
       14	2022-03-21 08:11:16	1	0	1	0
        7	2022-03-21 08:30:35	1	0	1	0
        8	2022-03-21 08:31:39	1	0	1	0
        3	2022-03-21 08:49:34	1	0	1	0
        6	2022-03-21 08:51:19	1	0	1	0
        1	2022-03-21 08:56:51	1	0	1	0
        2	2022-03-21 09:02:02	1	0	1	0
       10	2022-03-21 09:09:10	1	0	1	0
        9	2022-03-21 09:12:31	1	0	1	0
        8	2022-03-21 18:00:23	1	0	1	0
        1	2022-03-21 18:17:07	1	0	1	0
        6	2022-03-21 18:17:16	1	0	1	0
        3	2022-03-21 18:40:21	1	0	1	0
       14	2022-03-22 08:17:56	1	0	1	0
        8	2022-03-22 08:21:05	1	0	1	0
       12	2022-03-22 08:34:12	1	0	1	0
        3	2022-03-22 08:57:49	1	0	1	0
        3	2022-03-22 08:57:50	1	0	1	0
        2	2022-03-22 08:58:05	1	0	1	0
       10	2022-03-22 08:59:00	1	0	1	0
        6	2022-03-22 09:06:25	1	0	1	0
       13	2022-03-22 09:10:14	1	0	1	0
       11	2022-03-22 09:15:55	1	0	1	0
        9	2022-03-22 09:20:45	1	0	1	0
        8	2022-03-22 18:00:30	1	0	1	0
        3	2022-03-22 18:31:05	1	0	1	0
        7	2022-03-23 08:05:02	1	0	1	0
       14	2022-03-23 08:09:41	1	0	1	0
        6	2022-03-23 08:25:51	1	0	1	0
       10	2022-03-23 08:52:37	1	0	1	0
        8	2022-03-23 08:59:29	1	0	1	0
        3	2022-03-23 08:59:34	1	0	1	0
        2	2022-03-23 09:00:07	1	0	1	0
       12	2022-03-23 09:05:16	1	0	1	0
       12	2022-03-23 09:05:17	1	0	1	0
        9	2022-03-23 09:13:20	1	0	1	0
        9	2022-03-23 09:13:21	1	0	1	0
       11	2022-03-23 09:20:15	1	0	1	0
        1	2022-03-23 14:18:50	1	0	1	0
        8	2022-03-23 18:01:02	1	0	1	0
        3	2022-03-23 18:11:31	1	0	1	0
        6	2022-03-23 18:22:01	1	0	1	0
        1	2022-03-23 18:22:05	1	0	1	0
        7	2022-03-23 18:51:29	1	0	1	0
       14	2022-03-24 08:17:07	1	0	1	0
       16	2022-03-24 08:17:22	1	0	1	0
        8	2022-03-24 08:23:32	1	0	1	0
       12	2022-03-24 08:42:12	1	0	1	0
        7	2022-03-24 08:46:15	1	0	1	0
        3	2022-03-24 08:48:37	1	0	1	0
        3	2022-03-24 08:48:39	1	0	1	0
       13	2022-03-24 08:50:50	1	0	1	0
        1	2022-03-24 08:54:23	1	0	1	0
        9	2022-03-24 08:58:36	1	0	1	0
       10	2022-03-24 09:00:10	1	0	1	0
        2	2022-03-24 09:02:05	1	0	1	0
        6	2022-03-24 10:37:32	1	0	1	0
        8	2022-03-24 17:30:56	1	0	1	0
        3	2022-03-24 17:47:38	1	0	1	0
       14	2022-03-25 08:09:53	1	0	1	0
       12	2022-03-25 08:10:00	1	0	1	0
        8	2022-03-25 08:14:42	1	0	1	0
        1	2022-03-25 08:36:42	1	0	1	0
        2	2022-03-25 08:45:57	1	0	1	0
       10	2022-03-25 09:44:52	1	0	1	0
       13	2022-03-25 10:10:15	1	0	1	0
        8	2022-03-25 18:02:19	1	0	1	0
        1	2022-03-25 18:03:57	1	0	1	0
        3	2022-03-25 18:17:54	1	0	1	0
        7	2022-03-25 19:00:40	1	0	1	0
       14	2022-03-26 08:00:30	1	0	1	0
